Rank,College Name,Avg_Doc_DSS,Risk_Score,Rank_Score
4592,IAMR College of Engineering,40.96,38.09,39.52
4593,Lords Institute of Engineering and Technology,56.15,22.89,39.52
4594,Shri Sant Gajanan Maharaj College of Engineering,46.9,32.14,39.52
4595,Dr Vishwanath Karad MIT World Peace University,58.62,20.39,39.51
4596,Sree Dattha Institute of Engineering and Sciences,57.05,21.96,39.51
4597,Guru Jambheshwar University of Science and Technology,42.58,36.42,39.5
4598,Prem Prakash Gupta Institute of Engineering,53.0,26.01,39.5
4599,NIT Polytechnic,57.22,21.78,39.5
4600,Surya Engineering College,56.52,22.48,39.5
4601,Merchant Institute of Technology,41.55,37.45,39.5
4602,GB Pant Institute of Technology,51.94,27.06,39.5
4603,Global Institute of Management and Technology,55.07,23.9,39.49
4604,Samskruti College of Engineering and Technology,42.64,36.33,39.49
4605,LD College of Engineering,57.78,21.19,39.48
4606,Bongaigaon Polytechnic,40.28,38.65,39.47
4607,Poornima University,41.61,37.3,39.46
4608,Central Institute of Plastics Engineering and Technology,52.76,26.15,39.46
4609,Bharati Vidyapeeth Deemed University College of Engineering,48.48,30.45,39.46
4610,Government Girls Polytechnic,44.46,34.44,39.45
4611,BGS Polytechnic,49.64,29.26,39.45
4612,LS Raheja School of Architecture,55.75,23.14,39.45
4613,NIILM University,48.65,30.24,39.45
4614,GH Raisoni College of Engineering and Management,56.77,22.14,39.45
4615,Christu Jyothi Institute of Technology and Science,57.87,21.01,39.44
4616,Aurora's Scientific Technological and Research Academy,53.71,25.17,39.44
4617,JITS Polytechnic,40.05,38.81,39.43
4618,Kandula Srinivasa Reddy College of Engineering,59.1,19.75,39.43
4619,Amina Institute of Technology,40.03,38.82,39.43
4620,BML Munjal University,47.54,31.3,39.42
4621,Yalamarty College of Polytechnic,41.74,37.1,39.42
4622,Shri Vithal Education and Research Institute's College of Engineering,54.99,23.85,39.42
4623,Ramakrishna Mission Polytechnic College,53.75,25.08,39.42
4624,SSM Institute of Engineering and Technology,56.69,22.12,39.41
4625,Muthayammal Polytechnic College,45.86,32.96,39.41
4626,SKP Engineering College,56.15,22.67,39.41
4627,Krishna Institute of Management and Technology,55.91,22.9,39.41
4628,Hardayal Technical Campus,55.55,23.23,39.39
4629,Maharana Institute of Professional Studies,57.03,21.75,39.39
4630,College of Engineering and Management,57.08,21.7,39.39
4631,Lord Jegannath College of Engineering and Technology,51.98,26.79,39.38
4632,CGC Institute of Architecture,59.19,19.58,39.38
4633,JIMS Engineering Management Technical Campus,43.45,35.29,39.37
4634,The Salem Polytechnic College,53.59,25.16,39.37
4635,Chitkara University Institute of Engineering and Technology,52.95,25.78,39.36
4636,Amity University,48.43,30.26,39.35
4637,Shahul Hameed Memorial Engineering College,41.04,37.65,39.35
4638,Punjab Institute of Engineering and Applied Research,58.37,20.34,39.35
4639,Swami Sahajanand Polytechnic Institute,55.04,23.64,39.34
4640,Mandsaur Institute of Technology,48.55,30.12,39.34
4641,AP Shah Institute of Technology,53.42,25.26,39.34
4642,JK Lakshmipat University,51.03,27.64,39.34
4643,CMR Engineering College,52.42,26.24,39.33
4644,Padmabhushan Vasantdada Patil Pratishthan's College of Engineering,55.48,23.18,39.33
4645,Mittal Institute of Technology,41.27,37.39,39.33
4646,Vignana Bharathi Institute of Technology,50.62,28.02,39.32
4647,Unnati Management College,42.04,36.61,39.32
4648,Global Open University,51.94,26.7,39.32
4649,Ashoka Polytechnic,46.19,32.44,39.31
4650,Sengunthar Engineering College,55.21,23.37,39.29
4651,Sharad Institute of Technology,48.55,30.03,39.29
4652,Dev Bhoomi Institute of Technology and Engineering,44.0,34.57,39.28
4653,VITS Engineering College,51.99,26.58,39.28
4654,Krishna Engineering College,43.56,35.0,39.28
4655,Shivam Institute of Science and Technology,51.02,27.52,39.27
4656,Renaissance Polytechnic,48.84,29.67,39.26
4657,Shri Shivaji Shikshan Prasarak Mandal's Polytechnic,49.0,29.51,39.26
4658,Maharani Girls Engineering College,53.88,24.63,39.26
4659,Virudhunagar S Vellaichamy Nadar Polytechnic College,49.32,29.16,39.24
4660,GIET Polytechnic,48.23,30.24,39.24
4661,Bells Institute of Management and Technology,55.03,23.46,39.24
4662,CAT College of Architecture,53.18,25.28,39.23
4663,NS Polytechnic College,49.76,28.7,39.23
4664,VIT University,56.05,22.41,39.23
4665,Rajkiya Engineering College,53.14,25.32,39.23
4666,Birla Institute of Technology,49.71,28.76,39.23
4667,Government Millennium Polytechnic College,40.48,37.95,39.22
4668,Shri Chhatrapati Shivajiraje College of Engineering,56.62,21.83,39.22
4669,Smt Manjira Devi Shikshan Avam Prakashan Institute,53.37,25.07,39.22
4670,Vedvyas Polytechnic,48.71,29.72,39.21
4671,Maturi Venkata Subba Rao Engineering College,55.31,23.08,39.19
4672,Asansol Institute of Engineering and Management,51.07,27.32,39.19
4673,Paliwal Institute of Engineering and Technology,57.97,20.41,39.19
4674,Global Institute of Engineering and Technology,45.66,32.7,39.18
4675,Chaibasa Engineering College,56.98,21.39,39.18
4676,Bhagwati Institute of Technology and Science,52.78,25.53,39.16
4677,CMR College of Engineering and Technology,40.38,37.93,39.15
4678,Amity University,50.16,28.11,39.14
4679,JR Polytechnic College,47.25,31.04,39.14
4680,Adhiparasakthi Polytechnic College,55.32,22.96,39.14
4681,College of Engineering,49.49,28.79,39.14
4682,Gateway Institute of Engineering and Technology,51.58,26.7,39.14
4683,GVN Polytechnic College,51.0,27.25,39.13
4684,Lakshmi Narain College of Technology and Science,52.41,25.85,39.13
4685,Rajasthan College of Engineering for Women,40.2,38.05,39.12
4686,Swami Devi Dyal Institute of Engineering and Technology,57.61,20.63,39.12
4687,Kingston Polytechnic College,42.62,35.59,39.1
4688,Ponnaiyah Ramajayam Institute of Science and Technology,49.24,28.93,39.09
4689,Naraina College of Engineering and Technology,54.49,23.7,39.09
4690,KJ Institute of Engineering and Technology,47.01,31.18,39.09
4691,Government College of Engineering,55.12,23.05,39.08
4692,CVR College of Engineering,44.17,33.98,39.08
4693,Jaipur Institute of Technology- Group of Institutions,42.52,35.63,39.07
4694,Mar Baselios Institute of Technology and Science,40.17,37.97,39.07
4695,RKDF College of Technology,45.17,32.98,39.07
4696,SB Patil College of Engineering,44.17,33.98,39.07
4697,Vidhya Mandhir Institute of Technology,50.99,27.15,39.07
4698,NIE Institute of Technology,55.37,22.77,39.07
4699,Bhubaneshwar Institute of Industrial Technology,43.32,34.78,39.05
4700,Nalanda Institute of Engineering and Technology,50.58,27.52,39.05
4701,Sadasivam Kathirkamavalli Polytechnic College,55.51,22.55,39.03
4702,Government Polytechnic,48.2,29.85,39.03
4703,Ajay Kumar Garg Engineering College,43.81,34.22,39.02
4704,Dharmsinh Desai University,40.17,37.87,39.02
4705,AKT Memorial Polytechnic College,43.47,34.55,39.01
4706,CM Annamalai Polytechnic College,46.59,31.39,38.99
4707,Sherwood College of Engineering Research and Technology,49.05,28.93,38.99
4708,Maharishi University of Information Technology,52.51,25.46,38.99
4709,Prince Shri Venkateshwara Padmavathy Engineering College,58.06,19.9,38.98
4710,Goel Institute of Technology and Management,48.85,29.12,38.98
4711,Pimpri Chinchwad College of Engineering,54.03,23.93,38.98
4712,Jharsuguda Engineering School,47.82,30.11,38.97
4713,Sri Sairam College of Engineering,53.17,24.76,38.97
4714,Hindusthan Polytechnic College,50.62,27.31,38.97
4715,PE Society's Modern College of Engineering,40.73,37.2,38.97
4716,JJ College of Engineering and Technology,40.94,37.01,38.97
4717,PR Pote College of Engineering and Management,50.96,26.95,38.95
4718,Nanhi Pari Seemant Engineering Institute,43.17,34.73,38.95
4719,Ashoka Institute of Technology and Management,45.44,32.46,38.95
4720,Suyash Institute of Information Technology,45.18,32.72,38.95
4721,Vishwa Bharathi College of Engineering,47.86,30.02,38.94
4722,KLN College of Engineering,57.19,20.69,38.94
4723,Pillai HOC Polytechnic,54.54,23.34,38.94
4724,Shreeyash Polytechnic,46.6,31.27,38.94
4725,Balasinor College of Polytechnic,51.31,26.55,38.93
4726,Biju Patnaik Institute of Technology,53.38,24.46,38.92
4727,Shree Samarth Polytechnic,53.83,24.01,38.92
4728,Cauvery Institute of Technology,46.72,31.12,38.92
4729,Image Engineering and Technical Institute,41.47,36.35,38.91
4730,Gujarat Technological University,48.81,29.02,38.91
4731,KCT Engineering College,44.4,33.42,38.91
4732,Inderprastha Engineering College,54.55,23.27,38.91
4733,Vignan's Institute of Engineering for Women,49.02,28.81,38.91
4734,Mallabhum Institute of Technology,40.81,37.0,38.9
4735,Government Polytechnic,45.47,32.33,38.9
4736,Swarna Bharathi College of Engineering,52.07,25.7,38.89
4737,Aurum Institute of Technology,46.09,31.69,38.89
4738,Vijaya Engineering College,52.38,25.39,38.88
4739,Jaihind College of Engineering,46.07,31.7,38.88
4740,Abhinav Education Society's College of Engineering and Technology Polytechnic,52.94,24.79,38.87
4741,Neotech Institute of Technology,49.16,28.57,38.87
4742,Jyothishmathi Institute of Technology and Science,40.79,36.93,38.86
4743,MET Engineering College,44.25,33.45,38.85
4744,RTC Institute of Technology,56.91,20.77,38.84
4745,Chandravati Group of Institution,50.13,27.5,38.82
4746,Modern Education Society's College of Engineering,41.61,36.02,38.82
4747,Dr Jivraj N Mehta Government Polytechnic,48.92,28.73,38.82
4748,Bhivrabai Sawant Polytechnic,50.22,27.4,38.81
4749,Rajendra Mane Polytechnic,49.1,28.52,38.81
4750,Dharam Institute of Polytechnic and Research,49.1,28.53,38.81
4751,Silicon Institute of Technology,47.12,30.47,38.8
4752,Sri Sakthi Polytechnic College,40.03,37.58,38.8
4753,Nagasiva Polytechnic College,41.97,35.62,38.8
4754,KJ College of Engineering and Management Research,41.13,36.47,38.8
4755,Vivekananda College of Technology and Management,56.16,21.44,38.8
4756,Baldwin Polytechnic,45.21,32.37,38.79
4757,Government College of Engineering and Textile Technology,55.52,22.05,38.78
4758,Delhi Institute of Technology and Management,44.25,33.31,38.78
4759,St Wilfred's Institute of Technology,45.3,32.25,38.78
4760,Barapada School of Engineering and Technology,46.88,30.68,38.78
4761,EGS Pillay Engineering College,57.26,20.29,38.77
4762,Sha-Shib College of Technology,45.89,31.66,38.77
4763,Institute of Technology and Management,56.13,21.41,38.77
4764,Government Polytechnic,40.47,37.07,38.77
4765,Abhishek Polytechnic College,54.0,23.49,38.75
4766,Vignan's Foundation for Science Technology and Research,52.23,25.28,38.75
4767,JT Mahajan College of Engineering,41.96,35.55,38.75
4768,Jaya Prakash Narayan College of Engineering,55.88,21.59,38.74
4769,Baselios Mathews II College of Engineering,43.91,33.57,38.74
4770,Jorhat Institute of Science and Technology,52.91,24.55,38.73
4771,Suguna Polytechnic College,56.66,20.77,38.72
4772,Sri Sai Institute of Technology,41.44,36.01,38.72
4773,Dr JJ Magdum College of Engineering,50.14,27.28,38.71
4774,Mewar University,52.69,24.71,38.7
4775,Guru Teg Bahadur Khalsa Institute of Engineering and Technology,48.95,28.45,38.7
4776,Lovely Professional University,44.45,32.96,38.7
4777,Subramanian Polytechnic College,57.03,20.36,38.7
4778,GGS College of Modern Technology,56.64,20.76,38.7
4779,SS College of Engineering,44.23,33.15,38.69
4780,Narayana Engineering College,45.9,31.43,38.67
4781,Excel College of Engineering and Technology,44.49,32.81,38.65
4782,Paladugu Nagaiah Chowdary and Vijai Institute of Engineering and Technology,43.33,33.94,38.64
4783,Sri Manakula Vinayagar Engineering College,45.91,31.34,38.62
4784,The Kavery Engineering College,52.53,24.72,38.62
4785,Arya Institute of Engineering Technology and Management,55.17,22.04,38.61
4786,RD Engineering College Research Centre,56.31,20.9,38.61
4787,CRK Polytechnic College,40.69,36.53,38.61
4788,Sevdie Institute of Management and Technology,55.13,22.07,38.6
4789,Chitkara University,51.65,25.55,38.6
4790,Jaipur Institute of Engineering and Management,56.55,20.62,38.59
4791,Ramgovind Polytechnic Institute,44.53,32.65,38.59
4792,OMM Muruga Polytechnic College,41.33,35.86,38.59
4793,Global College of Technology,44.51,32.64,38.58
4794,Pragati Engineering College,54.14,23.03,38.58
4795,MAR Polytechnic College,56.05,21.11,38.58
4796,GS Mandal's Maharashtra Institute of Technology,53.24,23.9,38.57
4797,Rajadhani Institute of Engineering and Technology,49.85,27.27,38.56
4798,Ganga Institute of Architecture and Town Planning,44.03,33.09,38.56
4799,North West Institute of Engineering and Technology,44.59,32.5,38.55
4800,Gangamai College of Engineering,52.97,24.11,38.54
4801,Ranippettai Engineering College,45.81,31.27,38.54
4802,Jiaganj College of Engineering and Technology,46.65,30.39,38.52
4803,Ganapathy Chettiar College of Engineering and Technology,47.48,29.56,38.52
4804,Kautilya Institute of Technology and Engineering,50.44,26.6,38.52
4805,Chiranjeevi Reddy Institute of Engineering and Technology,53.97,23.05,38.51
4806,Mukesh Patel School of Technology Management and Engineering,52.39,24.62,38.51
4807,Sri Padmam Polytechnic College,54.98,22.01,38.5
4808,Ekalavya Shikshan Sanstha's Polytechnic,45.76,31.22,38.49
4809,Balaji Institute of Engineering and Sciences,40.46,36.51,38.49
4810,Shri Madhwa Vadiraja Institute of Technology and Management,50.77,26.22,38.49
4811,Chebrolu Engineering College,52.19,24.8,38.49
4812,Guru Nanak Institute of Technology,40.05,36.93,38.49
4813,Sree Buddha College of Engineering,54.36,22.62,38.49
4814,Faculty of Engineering and Technology,40.12,36.83,38.48
4815,Maa Saraswati Institute of Engineering and Technology,51.55,25.41,38.48
4816,Lal Bahadur Shastri Polytechnic,52.65,24.3,38.48
4817,Vidarbha Youth Welfare Society's Polytechnic,47.45,29.49,38.47
4818,Noida Institute of Engineering and Technology,54.56,22.37,38.47
4819,The Technological Institute of Textile and Sciences,52.8,24.13,38.47
4820,Prasanthi Polytechnic College,53.05,23.89,38.47
4821,Universal College of Engineering and Technology,47.02,29.91,38.47
4822,Misrimal Navajee Munoth Jain Engineering College,54.07,22.85,38.46
4823,Jeypore School of Engineering and Technology,54.48,22.45,38.46
4824,Karmayogi Polytechnic College,49.62,27.29,38.45
4825,Haldia Institute of Technology,47.81,29.06,38.44
4826,JSS Academy of Technical Education,51.25,25.63,38.44
4827,Radha Govind Institute of Technology and Management,43.89,33.0,38.44
4828,Er Perumal Manimekalai College of Engineering,45.82,31.03,38.43
4829,Maulana Azad College of Engineering and Technology,44.31,32.56,38.43
4830,Providence College of Engineering,47.8,29.06,38.43
4831,SJPN Trust's Hirasugar Institute of Technology,47.75,29.09,38.42
4832,Abhaysinhraje Bhonsle Institute of Technology,52.65,24.19,38.42
4833,Government Polytechnic,43.52,33.31,38.42
4834,AWH Polytechnic College,48.43,28.41,38.42
4835,SNS College of Technology,47.62,29.21,38.42
4836,College of Engineering and Technology,44.81,32.04,38.42
4837,Gandhi Polytechnic,47.88,28.93,38.41
4838,Ellenki Engineering College,54.52,22.29,38.41
4839,Dr GU Pope College of Engineering,52.48,24.33,38.41
4840,Shree Digamber Institute of Technology,54.29,22.51,38.4
4841,Matrusri Engineering College,51.99,24.81,38.4
4842,Sandip University,45.54,31.25,38.4
4843,CMS College of Engineering,50.6,26.21,38.4
4844,Siddaganga Polytechnic,49.49,27.29,38.39
4845,Mother Teresa Institute of Science and Technology,51.11,25.64,38.38
4846,Department of Chemical Engineering,49.55,27.22,38.38
4847,Ariyalur Engineering College,51.49,25.28,38.38
4848,Universal College of Engineering and Technology,43.51,33.23,38.37
4849,TKR College of Engineering and Technology,41.82,34.9,38.36
4850,ADINA Institute of Science and Technology,47.21,29.47,38.34
4851,Dayananda Sagar Academy of Technology and Management,47.06,29.61,38.33
4852,Laxmi Devi Institute of Engineering and Technology,48.75,27.88,38.32
4853,St Thomas Institute for Science and Technology,50.66,25.97,38.32
4854,K Ramakrishnan College of Engineering,41.02,35.61,38.31
4855,Sir Chhotu Ram Institute of Engineering and Technology,56.02,20.6,38.31
4856,Dr Babasaheb Ambedkar Marathwada University,48.89,27.73,38.31
4857,Government Polytechnic,49.16,27.45,38.3
4858,Institute of Shipbuilding Technology,54.0,22.59,38.3
4859,Samrat Ashok Technological Institute,49.12,27.46,38.29
4860,Mahatma Gandhi Polytechnic College,48.12,28.41,38.27
4861,Sipna College of Engineering and Technology,45.43,31.11,38.27
4862,Aman Bhalla Institute of Engineering and Technology,52.03,24.5,38.26
4863,Manajiraje Bhosale Technical Campus,55.44,21.09,38.26
4864,Dr Bhimrao Ambedkar Engineering College of Information Technology,43.38,33.11,38.25
4865,Supreme Knowledge Foundation Group of Institutions,52.32,24.18,38.25
4866,Bhilai Institute of Technology,52.14,24.33,38.24
4867,Laqshya Institute of Technology and Sciences,50.37,26.11,38.24
4868,Aringer Anna College of Engineering and Technology,43.02,33.47,38.24
4869,BH Gardi College of Engineering and Technology,43.94,32.52,38.23
